trace_id,label,avg_latency,max_latency,total_tool_calls,total_bytes,max_api_sensitivity,num_api_calls,tool_sequence
7f369172-06c9-42d4-a689-90255a050414,1,553.0,1095,1,2844805,1.0,1,admin_override
681df36c-1de8-4112-bc8b-0996733c94a5,1,1470.6666666666667,3990,1,6530146,0.9,1,list_users
1589453a-2587-4a25-aee1-631f89799bd2,1,746.6666666666666,1776,1,1356119,0.9,1,list_users
15fa407e-4aeb-4b28-b798-76bfe6805ac8,1,851.6666666666666,2151,1,1840852,1.0,1,exec_shell
b849492e-d9d8-46ce-842f-97e4f4f8936b,1,1470.0,5444,2,4007984,1.0,1,"admin_override,db_dump"
2ec7bec9-e041-437b-abe1-f54d13e3f835,1,1054.0,2378,1,7889067,1.0,1,send_email
0cc53750-85c7-4063-9c19-5ec825975bd1,1,589.3333333333334,1145,1,7734643,1.0,1,read_credentials
126af17b-a9ac-4056-87ac-8fdeaa1aa936,1,1179.5,3827,2,4730048,1.0,1,"export_data,file_read"
88405b45-f33c-470b-a8c5-84c479da7af9,1,1171.0,2955,1,6637473,1.0,1,db_dump
7a046c8e-d0ac-4a6f-b7a4-4fbe9e5c59c3,1,748.3333333333334,1664,1,1169264,1.0,1,admin_override
8b5028fe-e231-4e46-a1b6-8b4f2cb87807,1,1334.0,4661,2,3081044,1.0,1,"list_users,admin_override"
50df49f8-57ca-4b63-814c-d7e3aada1e7e,1,1286.5,4002,2,4531173,1.0,1,"export_data,file_read"
f569ffd0-d35d-4eae-b403-725ca5680ed6,1,723.5,2018,2,5284495,1.0,1,"admin_override,list_users"
5ec2093d-7819-47c4-b51d-8a218d9f6d66,1,1820.6666666666667,4905,1,6285596,1.0,1,list_users
289b9315-6e8e-4324-b402-1db8f67ef30f,1,1107.5,3428,2,7404705,1.0,1,"db_dump,read_credentials"
cbcd1f63-9320-4da3-b014-17322861a254,1,684.25,1980,2,5770729,1.0,1,"admin_override,read_credentials"
045371f4-f921-4929-891c-604915975f6e,1,1342.75,4688,2,6749425,1.0,1,"admin_override,admin_override"
7224f9d3-2def-468f-bd4e-6b756e7523d9,1,744.6666666666666,1924,1,3196633,1.0,1,exec_shell
145b576b-e56b-4615-adcf-8222114e3822,1,2114.6666666666665,5419,1,5111511,1.0,1,send_email
3fbfdee6-f642-4cd3-aa34-81c0eccecd3d,1,1497.0,5279,2,3201262,1.0,1,"exec_shell,send_email"
932250a7-3f24-4b69-b543-3cd5e759c299,1,1508.5,5045,2,3473805,1.0,1,"file_read,db_dump"
6257feed-332d-4aa2-a9d3-68efb61ff64d,1,1323.75,4559,2,6216575,1.0,1,"file_read,read_credentials"
3d95809d-268d-4070-a077-0def1c55b464,1,1380.0,4936,2,4675429,1.0,1,"export_data,list_users"
e329d305-05b1-4271-922b-6131a2fc6702,1,1945.6666666666667,5012,1,5845661,0.9,1,exec_shell
0afd5462-5f52-43ec-aed1-751502484e1e,1,591.25,1547,2,4289019,1.0,1,"admin_override,exec_shell"
8c1ece9a-4b2c-44d3-8285-fc4fd8869150,1,837.0,2291,2,4058814,1.0,1,"exec_shell,export_data"
a04a4972-a1b3-434b-b242-ed2d8751b66a,1,1585.5,5422,2,7104084,0.9,1,"db_dump,admin_override"
4ecbe35e-9e3f-455e-ae7d-eb8343d39fe4,1,640.25,1485,2,2173047,0.9,1,"file_read,export_data"
